Country,YearsCode,EdLevel,Employment,DevType,OrgSize,RemoteWork,WorkExp,Industry,Age,ICorPM,ToolCountWork,log_salary,LanguageCount,DatabaseCount,PlatformCount,yearsCode_sq,WorkExp_sq,Exp_ratio,Tech_breadth
Sweden,26.0,2.0,1,Full-stack,1.0,1.0,12.0,Computer Systems Design and Services,2.0,1.0,50.0,11.280312217279594,6.0,2.0,5.0,676.0,144.0,0.4444444444444444,13.0
United Kingdom of Great Britain and Northern Ireland,23.0,5.0,1,Full-stack,,,21.0,Software Development,2.0,,5.0,11.6589374006013,5.0,5.0,14.0,529.0,441.0,0.875,24.0
United States of America,19.0,5.0,1,Other,3.0,2.0,12.0,Media & Advertising Services,2.0,0.0,6.0,12.849640850891053,2.0,3.0,5.0,361.0,144.0,0.6,10.0
other,8.0,5.0,1,Other,5.0,,3.0,Software Development,1.0,0.0,,11.174357032865585,5.0,4.0,9.0,64.0,9.0,0.3333333333333333,18.0
other,10.0,5.0,1,Full-stack,3.0,,5.0,Government,1.0,0.0,10.0,9.63795828472548,8.0,3.0,,100.0,25.0,0.45454545454545453,0.0
Netherlands,7.0,4.0,1,Front-end,3.0,1.0,5.0,Media & Advertising Services,2.0,0.0,,10.997606427591899,,,,49.0,25.0,0.625,0.0
United States of America,19.0,4.0,1,Management,5.0,1.0,17.0,Other:,2.0,1.0,6.0,11.982935344196433,7.0,2.0,6.0,361.0,289.0,0.85,15.0
United States of America,15.0,4.0,1,Embedded/Hardware,7.0,,15.0,Other:,2.0,0.0,5.0,11.918397239722838,3.0,,,225.0,225.0,0.9375,0.0
Germany,20.0,5.0,1,Other,3.0,2.0,17.0,Media & Advertising Services,3.0,0.0,3.0,11.304805984955106,1.0,2.0,1.0,400.0,289.0,0.8095238095238095,4.0
other,15.0,0.0,1,Management,1.0,,15.0,Media & Advertising Services,1.0,1.0,,10.877046692200675,6.0,6.0,9.0,225.0,225.0,0.9375,21.0
other,25.0,5.0,1,Full-stack,,,20.0,Software Development,3.0,,6.0,11.373801319159593,6.0,5.0,3.0,625.0,400.0,0.7692307692307693,14.0
United Kingdom of Great Britain and Northern Ireland,18.0,5.0,1,Mobile,2.0,1.0,12.0,Software Development,2.0,0.0,,11.390678731822566,,,,324.0,144.0,0.631578947368421,0.0
France,10.0,5.0,1,Other,3.0,1.0,6.0,"Transportation, or Supply Chain",1.0,0.0,,11.215193056664946,5.0,2.0,4.0,100.0,36.0,0.5454545454545454,11.0
France,9.0,5.0,1,Back-end,1.0,1.0,8.0,Software Development,1.0,0.0,8.0,11.230708431949505,4.0,2.0,9.0,81.0,64.0,0.8,15.0
United States of America,30.0,4.0,1,Back-end,5.0,2.0,30.0,Healthcare,3.0,0.0,,12.180759965737863,,4.0,3.0,900.0,900.0,0.967741935483871,0.0
United States of America,2.0,4.0,1,Other,3.0,,18.0,Other:,2.0,0.0,6.0,11.703554089007538,2.0,2.0,2.0,4.0,324.0,6.0,6.0
Poland,7.0,4.0,1,Full-stack,5.0,1.0,2.0,Higher Education,0.0,0.0,4.0,10.476668065048885,4.0,2.0,,49.0,4.0,0.25,0.0
Poland,15.0,4.0,1,Other,3.0,2.0,10.0,Software Development,1.0,0.0,5.0,11.495219637851296,8.0,2.0,4.0,225.0,100.0,0.625,14.0
Italy,23.0,2.0,1,Full-stack,3.0,,23.0,Manufacturing,3.0,0.0,2.0,10.745205588904774,3.0,2.0,,529.0,529.0,0.9583333333333334,0.0
Brazil,18.0,4.0,1,Back-end,,,13.0,Software Development,1.0,,8.0,10.908008917804642,5.0,4.0,,324.0,169.0,0.6842105263157895,0.0
United States of America,12.0,4.0,1,DevOps/Cloud,6.0,2.0,8.0,Higher Education,2.0,0.0,15.0,11.669937760751914,12.0,10.0,11.0,144.0,64.0,0.6153846153846154,33.0
other,13.0,6.0,1,Data/ML,5.0,2.0,10.0,Software Development,2.0,0.0,6.0,12.577767227861148,2.0,2.0,5.0,169.0,100.0,0.7142857142857143,9.0
United States of America,5.0,4.0,1,Full-stack,2.0,1.0,3.0,Software Development,0.0,0.0,15.0,11.775297421715827,10.0,3.0,17.0,25.0,9.0,0.5,30.0
United States of America,13.0,5.0,1,Software,3.0,2.0,9.0,Software Development,1.0,0.0,,12.19602736016897,8.0,,7.0,169.0,81.0,0.6428571428571429,0.0
United States of America,46.0,2.0,1,DevOps/Cloud,,,37.0,Software Development,3.0,,6.0,11.982935344196433,10.0,4.0,11.0,2116.0,1369.0,0.7872340425531915,25.0
United States of America,11.0,4.0,1,Other,4.0,1.0,4.0,Healthcare,1.0,0.0,5.0,11.373674891823535,6.0,2.0,,121.0,16.0,0.3333333333333333,0.0
Germany,12.0,2.0,1,Front-end,5.0,2.0,8.0,Software Development,0.0,0.0,30.0,12.066942753369188,9.0,11.0,19.0,144.0,64.0,0.6153846153846154,39.0
United States of America,25.0,2.0,1,Front-end,1.0,1.0,30.0,Media & Advertising Services,3.0,0.0,18.0,11.552155793461898,8.0,4.0,8.0,625.0,900.0,1.1538461538461537,20.0
Netherlands,5.0,4.0,1,Other,0.0,,7.0,Other:,1.0,0.0,5.0,10.052079956585954,10.0,3.0,,25.0,49.0,1.1666666666666667,0.0
Germany,5.0,4.0,1,Full-stack,1.0,1.0,4.0,Software Development,1.0,0.0,10.0,11.373801319159593,,,1.0,25.0,16.0,0.6666666666666666,0.0
Brazil,10.0,4.0,1,Back-end,6.0,2.0,5.0,Fintech,2.0,0.0,5.0,10.597858983395765,4.0,3.0,,100.0,25.0,0.45454545454545453,0.0
other,15.0,4.0,1,Back-end,7.0,2.0,11.0,Banking/Financial Services,2.0,0.0,10.0,11.385058001970144,2.0,,7.0,225.0,121.0,0.6875,0.0
Netherlands,2.0,4.0,1,Back-end,7.0,1.0,2.0,Fintech,0.0,0.0,2.0,11.116766916182364,3.0,2.0,7.0,4.0,4.0,0.6666666666666666,12.0
United States of America,27.0,5.0,1,Embedded/Hardware,6.0,1.0,16.0,Manufacturing,2.0,0.0,50.0,11.608244735642321,9.0,,,729.0,256.0,0.5714285714285714,0.0
United Kingdom of Great Britain and Northern Ireland,3.0,4.0,1,Back-end,,1.0,2.0,Fintech,1.0,0.0,6.0,10.712816487385483,8.0,1.0,,9.0,4.0,0.5,0.0
other,13.0,4.0,1,Other,7.0,1.0,13.0,Computer Systems Design and Services,2.0,0.0,3.0,11.276696674107363,3.0,3.0,4.0,169.0,169.0,0.9285714285714286,10.0
United States of America,7.0,4.0,1,Desktop,1.0,2.0,2.0,Other:,0.0,0.0,7.0,11.002116507732017,3.0,2.0,5.0,49.0,4.0,0.25,10.0
Spain,4.0,4.0,1,Full-stack,1.0,,2.0,Software Development,1.0,0.0,5.0,10.165390172000421,8.0,8.0,8.0,16.0,4.0,0.4,24.0
other,15.0,2.0,1,Full-stack,3.0,2.0,8.0,Software Development,1.0,0.0,5.0,10.716726213353894,7.0,7.0,17.0,225.0,64.0,0.5,31.0
Canada,15.0,4.0,1,Other,5.0,1.0,12.0,Other:,2.0,0.0,3.0,11.603122595387731,4.0,,,225.0,144.0,0.75,0.0
other,18.0,5.0,1,Back-end,3.0,1.0,10.0,Government,2.0,1.0,6.0,11.275822431886601,8.0,4.0,2.0,324.0,100.0,0.5263157894736842,14.0
United States of America,8.0,4.0,1,Back-end,7.0,2.0,4.0,Software Development,1.0,0.0,50.0,12.54254845357358,9.0,3.0,11.0,64.0,16.0,0.4444444444444444,23.0
India,9.0,4.0,1,Back-end,3.0,1.0,3.0,Software Development,0.0,0.0,,12.8573347667166,,,,81.0,9.0,0.3,0.0
Germany,19.0,6.0,1,Other,3.0,1.0,12.0,Higher Education,2.0,0.0,5.0,11.215193056664946,3.0,,,361.0,144.0,0.6,0.0
United States of America,6.0,0.0,1,Front-end,4.0,2.0,4.0,Software Development,2.0,0.0,8.0,11.652696102959753,3.0,2.0,4.0,36.0,16.0,0.5714285714285714,9.0
other,7.0,4.0,1,Full-stack,3.0,2.0,4.0,Software Development,1.0,0.0,14.0,11.081034242625542,7.0,4.0,16.0,49.0,16.0,0.5,27.0
Brazil,29.0,2.0,1,Back-end,,,26.0,Retail and Consumer Services,3.0,,3.0,10.839012122525581,5.0,5.0,4.0,841.0,676.0,0.8666666666666667,14.0
other,20.0,2.0,1,Full-stack,,,20.0,Software Development,2.0,,10.0,11.51293546492023,5.0,6.0,9.0,400.0,400.0,0.9523809523809523,20.0
United States of America,8.0,4.0,1,Back-end,4.0,2.0,,Government,0.0,0.0,5.0,11.350418300109132,2.0,2.0,,64.0,,,0.0
other,18.0,2.0,1,Full-stack,2.0,,15.0,Software Development,2.0,0.0,3.0,11.063649525214753,5.0,2.0,8.0,324.0,225.0,0.7894736842105263,15.0
United Kingdom of Great Britain and Northern Ireland,4.0,4.0,1,Full-stack,2.0,1.0,3.0,Software Development,1.0,0.0,5.0,10.953959465876302,6.0,4.0,7.0,16.0,9.0,0.6,17.0
other,8.0,5.0,1,Back-end,1.0,,8.0,Software Development,1.0,,2.0,10.968336211051428,5.0,2.0,5.0,64.0,64.0,0.8888888888888888,12.0
Brazil,11.0,4.0,1,Back-end,7.0,1.0,6.0,Software Development,1.0,0.0,7.0,10.684874521945481,3.0,1.0,4.0,121.0,36.0,0.5,8.0
other,20.0,6.0,1,Front-end,4.0,,20.0,Software Development,2.0,0.0,2.0,9.930810848185018,4.0,,,400.0,400.0,0.9523809523809523,0.0
other,30.0,5.0,1,Data/ML,,,30.0,Media & Advertising Services,4.0,,10.0,11.38608024144491,2.0,2.0,,900.0,900.0,0.967741935483871,0.0
other,12.0,5.0,1,Full-stack,1.0,2.0,6.0,Software Development,1.0,0.0,4.0,10.048237036422325,4.0,5.0,4.0,144.0,36.0,0.46153846153846156,13.0
United States of America,10.0,4.0,1,Full-stack,2.0,2.0,17.0,Other:,3.0,0.0,10.0,12.154784614286667,7.0,5.0,6.0,100.0,289.0,1.5454545454545454,18.0
United States of America,19.0,4.0,1,DevOps/Cloud,3.0,2.0,8.0,Other:,1.0,0.0,25.0,11.982935344196433,9.0,4.0,11.0,361.0,64.0,0.4,24.0
Australia,35.0,4.0,1,Management,2.0,1.0,30.0,Other:,3.0,1.0,14.0,11.38978560712709,10.0,5.0,16.0,1225.0,900.0,0.8333333333333334,31.0
other,25.0,4.0,1,Full-stack,1.0,2.0,18.0,"Transportation, or Supply Chain",2.0,0.0,15.0,11.384466898066425,5.0,3.0,5.0,625.0,324.0,0.6923076923076923,13.0
United States of America,13.0,5.0,1,Other,7.0,2.0,9.0,Other:,1.0,0.0,3.0,12.314931534737134,2.0,,,169.0,81.0,0.6428571428571429,0.0
France,5.0,4.0,1,Full-stack,1.0,1.0,3.0,Software Development,0.0,0.0,3.0,10.522072811769169,6.0,4.0,7.0,25.0,9.0,0.5,17.0
United Kingdom of Great Britain and Northern Ireland,9.0,4.0,1,Full-stack,2.0,2.0,3.0,"Transportation, or Supply Chain",0.0,0.0,9.0,10.682032308608301,7.0,3.0,7.0,81.0,9.0,0.3,17.0
United States of America,12.0,4.0,1,Full-stack,6.0,2.0,10.0,Software Development,2.0,0.0,6.0,12.100717685412471,6.0,3.0,3.0,144.0,100.0,0.7692307692307693,12.0
Italy,9.0,2.0,1,Full-stack,1.0,,3.0,Software Development,0.0,0.0,8.0,10.275223507900165,7.0,5.0,4.0,81.0,9.0,0.3,16.0
United States of America,13.0,4.0,1,Full-stack,,,11.0,Software Development,1.0,,2.0,10.085850775128717,5.0,5.0,15.0,169.0,121.0,0.7857142857142857,25.0
United States of America,45.0,2.0,1,Full-stack,,,40.0,Software Development,4.0,,10.0,11.51293546492023,11.0,4.0,6.0,2025.0,1600.0,0.8695652173913043,21.0
other,6.0,4.0,1,Desktop,,,4.0,Other:,1.0,,8.0,10.691808539965669,6.0,4.0,,36.0,16.0,0.5714285714285714,0.0
Brazil,10.0,2.0,1,Other,6.0,1.0,5.0,Retail and Consumer Services,1.0,0.0,5.0,10.145884560772224,7.0,4.0,15.0,100.0,25.0,0.45454545454545453,26.0
United States of America,28.0,4.0,1,Full-stack,1.0,,25.0,Software Development,3.0,0.0,6.0,11.736077016252437,7.0,6.0,8.0,784.0,625.0,0.8620689655172413,21.0
France,23.0,5.0,1,Full-stack,1.0,2.0,15.0,Manufacturing,2.0,0.0,5.0,11.063649525214753,8.0,5.0,8.0,529.0,225.0,0.625,21.0
United States of America,30.0,4.0,1,Other,6.0,2.0,40.0,"Internet, Telecomm or Information Services",4.0,0.0,20.0,12.100717685412471,3.0,3.0,3.0,900.0,1600.0,1.2903225806451613,9.0
United States of America,24.0,5.0,1,DevOps/Cloud,6.0,,19.0,Banking/Financial Services,2.0,0.0,6.0,12.449022745701502,7.0,3.0,8.0,576.0,361.0,0.76,18.0
other,10.0,2.0,1,Full-stack,1.0,1.0,9.0,Software Development,2.0,1.0,5.0,9.392745258631441,3.0,5.0,15.0,100.0,81.0,0.8181818181818182,23.0
Australia,12.0,4.0,1,Front-end,1.0,1.0,9.0,Software Development,1.0,0.0,4.0,11.38240667276184,6.0,2.0,6.0,144.0,81.0,0.6923076923076923,14.0
Brazil,1.0,1.0,1,Other,,,10.0,Retail and Consumer Services,1.0,,,12.111970735473873,,,,1.0,100.0,5.0,0.0
other,14.0,3.0,1,Software,1.0,2.0,14.0,Fintech,2.0,1.0,5.0,11.002116507732017,8.0,10.0,11.0,196.0,196.0,0.9333333333333333,29.0
Canada,17.0,5.0,1,Full-stack,3.0,2.0,15.0,Software Development,2.0,0.0,6.0,12.201949155619014,8.0,2.0,11.0,289.0,225.0,0.8333333333333334,21.0
other,16.0,4.0,1,Full-stack,,2.0,14.0,Software Development,1.0,0.0,20.0,11.487125489479816,4.0,5.0,8.0,256.0,196.0,0.8235294117647058,17.0
United States of America,25.0,4.0,1,Back-end,5.0,2.0,25.0,Software Development,3.0,1.0,11.0,12.367345048436391,,,,625.0,625.0,0.9615384615384616,0.0
Brazil,25.0,5.0,1,Other,7.0,1.0,23.0,"Internet, Telecomm or Information Services",2.0,0.0,5.0,10.956806057566476,6.0,,8.0,625.0,529.0,0.8846153846153846,0.0
other,10.0,5.0,1,Data/ML,6.0,1.0,25.0,Fintech,3.0,0.0,4.0,11.73093586417269,1.0,4.0,,100.0,625.0,2.272727272727273,0.0
United States of America,20.0,4.0,1,Desktop,7.0,2.0,12.0,Software Development,1.0,0.0,,12.994532278619134,6.0,,7.0,400.0,144.0,0.5714285714285714,0.0
United States of America,20.0,5.0,1,Full-stack,7.0,,8.0,Manufacturing,2.0,0.0,26.0,11.652696102959753,10.0,2.0,2.0,400.0,64.0,0.38095238095238093,14.0
Canada,24.0,2.0,1,Management,3.0,2.0,18.0,Software Development,2.0,1.0,7.0,12.097813488422961,8.0,3.0,10.0,576.0,324.0,0.72,21.0
other,23.0,6.0,1,Data/ML,0.0,1.0,28.0,Manufacturing,3.0,0.0,15.0,10.105162289234684,8.0,3.0,2.0,529.0,784.0,1.1666666666666667,13.0
other,9.0,5.0,1,Mobile,1.0,,12.0,Software Development,1.0,0.0,,9.274628861858545,,,,81.0,144.0,1.2,0.0
Ukraine,6.0,4.0,1,Front-end,0.0,2.0,23.0,Software Development,2.0,0.0,,10.308985993422082,3.0,1.0,7.0,36.0,529.0,3.2857142857142856,11.0
Australia,20.0,5.0,1,Data/ML,7.0,,13.0,Software Development,2.0,0.0,6.0,12.306067290619547,2.0,2.0,4.0,400.0,169.0,0.6190476190476191,8.0
other,12.0,5.0,1,Full-stack,5.0,1.0,11.0,Software Development,1.0,1.0,10.0,11.68249944894168,5.0,4.0,,144.0,121.0,0.8461538461538461,0.0
United States of America,19.0,4.0,1,Management,7.0,2.0,11.0,Fintech,2.0,1.0,20.0,12.154784614286667,6.0,3.0,11.0,361.0,121.0,0.55,20.0
other,15.0,4.0,1,Back-end,1.0,2.0,2.0,Fintech,1.0,0.0,12.0,9.569063217532216,5.0,2.0,7.0,225.0,4.0,0.125,14.0
Germany,12.0,1.0,1,Full-stack,,,3.0,,1.0,,7.0,11.275822431886601,15.0,8.0,25.0,144.0,9.0,0.23076923076923078,48.0
Poland,15.0,5.0,1,Other,,,8.0,Software Development,1.0,,5.0,10.90744111582406,9.0,6.0,12.0,225.0,64.0,0.5,27.0
Brazil,8.0,3.0,1,Embedded/Hardware,3.0,1.0,7.0,Fintech,1.0,0.0,3.0,9.809451560609533,3.0,3.0,8.0,64.0,49.0,0.7777777777777778,14.0
other,9.0,4.0,1,Full-stack,3.0,1.0,5.0,Media & Advertising Services,1.0,0.0,12.0,9.367600498174767,3.0,3.0,5.0,81.0,25.0,0.5,11.0
Brazil,11.0,4.0,1,Software,5.0,,7.0,Software Development,1.0,0.0,5.0,10.55134966888039,7.0,1.0,7.0,121.0,49.0,0.5833333333333334,15.0
Ukraine,10.0,2.0,1,Back-end,1.0,2.0,10.0,Software Development,1.0,0.0,3.0,10.596659732783579,11.0,11.0,22.0,100.0,100.0,0.9090909090909091,44.0
other,13.0,5.0,1,Full-stack,7.0,,6.0,Software Development,1.0,0.0,2.0,11.683537060335459,4.0,,,169.0,36.0,0.42857142857142855,0.0
Brazil,7.0,,1,Back-end,5.0,2.0,13.0,Software Development,1.0,0.0,3.0,10.17404889817949,6.0,6.0,11.0,49.0,169.0,1.625,23.0
other,42.0,5.0,1,Other,3.0,1.0,33.0,Healthcare,4.0,0.0,,11.536651757164861,6.0,3.0,7.0,1764.0,1089.0,0.7674418604651163,16.0
United States of America,13.0,4.0,1,Back-end,7.0,,5.0,Software Development,1.0,0.0,8.0,12.577639650232573,5.0,1.0,8.0,169.0,25.0,0.35714285714285715,14.0
other,11.0,4.0,1,Full-stack,2.0,,6.0,Software Development,1.0,0.0,3.0,9.920000460910341,10.0,,,121.0,36.0,0.5,0.0
other,14.0,4.0,1,Full-stack,2.0,2.0,11.0,Fintech,1.0,0.0,5.0,11.506796722537052,6.0,1.0,5.0,196.0,121.0,0.7333333333333333,12.0
Canada,27.0,4.0,1,Full-stack,4.0,1.0,19.0,Software Development,2.0,0.0,12.0,11.698425299019242,3.0,,,729.0,361.0,0.6785714285714286,0.0
India,20.0,4.0,1,Other,7.0,1.0,10.0,Computer Systems Design and Services,1.0,0.0,6.0,11.270382455076408,6.0,7.0,14.0,400.0,100.0,0.47619047619047616,27.0
United States of America,24.0,5.0,1,Full-stack,7.0,1.0,14.0,Government,2.0,0.0,4.0,11.827743504053695,6.0,2.0,,576.0,196.0,0.56,0.0
United States of America,14.0,5.0,1,Other,7.0,1.0,5.0,Higher Education,1.0,0.0,5.0,10.545367754151743,2.0,,,196.0,25.0,0.3333333333333333,0.0
other,16.0,5.0,1,Management,2.0,1.0,11.0,Other:,2.0,1.0,12.0,11.02677619349981,7.0,4.0,12.0,256.0,121.0,0.6470588235294118,23.0
United States of America,28.0,4.0,1,DevOps/Cloud,3.0,2.0,19.0,Software Development,2.0,0.0,10000.0,12.292254928916668,,,,784.0,361.0,0.6551724137931034,0.0
Australia,18.0,3.0,1,Other,5.0,1.0,14.0,Manufacturing,1.0,0.0,20.0,11.031011184698658,8.0,2.0,3.0,324.0,196.0,0.7368421052631579,13.0
United States of America,20.0,5.0,1,Full-stack,7.0,1.0,20.0,Software Development,3.0,0.0,120.0,11.350418300109132,,,,400.0,400.0,0.9523809523809523,0.0
other,13.0,4.0,1,Front-end,2.0,2.0,9.0,Software Development,1.0,1.0,3.0,11.364970551679981,6.0,5.0,9.0,169.0,81.0,0.6428571428571429,20.0
other,22.0,4.0,1,Full-stack,,,14.0,Media & Advertising Services,2.0,,5.0,10.4779919529653,9.0,4.0,13.0,484.0,196.0,0.6086956521739131,26.0
other,4.0,4.0,1,Data/ML,1.0,2.0,6.0,Fintech,1.0,1.0,7.0,11.645951730039306,4.0,3.0,5.0,16.0,36.0,1.2,12.0
Canada,30.0,1.0,1,Management,2.0,2.0,30.0,Software Development,2.0,0.0,,12.113940909118687,11.0,8.0,14.0,900.0,900.0,0.967741935483871,33.0
other,9.0,4.0,1,Full-stack,4.0,1.0,3.0,Fintech,1.0,0.0,,10.403929451547379,5.0,3.0,5.0,81.0,9.0,0.3,13.0
United States of America,10.0,1.0,1,Other,7.0,2.0,3.0,Software Development,1.0,0.0,8.0,11.082157933374816,7.0,,8.0,100.0,9.0,0.2727272727272727,0.0
other,6.0,4.0,1,Full-stack,2.0,2.0,6.0,Government,1.0,0.0,,9.392745258631441,10.0,6.0,23.0,36.0,36.0,0.8571428571428571,39.0
United States of America,15.0,5.0,1,Full-stack,,,15.0,Government,2.0,,,11.918397239722838,6.0,7.0,15.0,225.0,225.0,0.9375,28.0
United States of America,35.0,4.0,1,Software,7.0,,27.0,Healthcare,3.0,0.0,,11.918397239722838,9.0,4.0,5.0,1225.0,729.0,0.75,18.0
other,10.0,4.0,1,Other,3.0,,2.0,Software Development,0.0,0.0,7.0,9.416703923250376,5.0,9.0,13.0,100.0,4.0,0.18181818181818182,27.0
other,30.0,4.0,1,Management,3.0,1.0,25.0,Software Development,3.0,0.0,5.0,12.611541086966115,5.0,6.0,11.0,900.0,625.0,0.8064516129032258,22.0
Canada,30.0,4.0,1,Back-end,4.0,2.0,20.0,Media & Advertising Services,3.0,1.0,7.0,11.46002034597524,5.0,6.0,10.0,900.0,400.0,0.6451612903225806,21.0
other,5.0,4.0,1,Full-stack,1.0,1.0,4.0,Software Development,2.0,0.0,3.0,11.467896717793968,7.0,3.0,8.0,25.0,16.0,0.6666666666666666,18.0
other,30.0,5.0,1,Management,,,22.0,Software Development,2.0,,1.0,11.670057410690523,3.0,1.0,6.0,900.0,484.0,0.7096774193548387,10.0
other,22.0,5.0,1,Management,2.0,1.0,19.0,Software Development,2.0,1.0,10.0,11.561725152903833,12.0,7.0,13.0,484.0,361.0,0.8260869565217391,32.0
India,3.0,4.0,1,Front-end,2.0,2.0,3.0,Software Development,0.0,0.0,,9.233079858945672,,5.0,4.0,9.0,9.0,0.75,0.0
United States of America,20.0,4.0,1,Full-stack,5.0,,10.0,Other:,1.0,0.0,16.0,11.608244735642321,11.0,5.0,7.0,400.0,100.0,0.47619047619047616,23.0
other,20.0,2.0,1,Desktop,1.0,,15.0,Software Development,2.0,0.0,7.0,9.61587214452889,2.0,1.0,,400.0,225.0,0.7142857142857143,0.0
United States of America,17.0,5.0,1,Back-end,1.0,2.0,33.0,Software Development,4.0,0.0,,11.264476926102367,6.0,2.0,4.0,289.0,1089.0,1.8333333333333333,12.0
other,7.0,4.0,1,Full-stack,4.0,1.0,5.0,Software Development,1.0,0.0,8.0,10.308152340473523,7.0,5.0,6.0,49.0,25.0,0.625,18.0
Italy,20.0,4.0,1,Full-stack,,,10.0,Software Development,2.0,,3.0,11.498958377741612,5.0,1.0,12.0,400.0,100.0,0.47619047619047616,18.0
United States of America,28.0,4.0,1,Full-stack,5.0,2.0,18.0,Software Development,2.0,0.0,4.0,12.013706813470414,7.0,3.0,14.0,784.0,324.0,0.6206896551724138,24.0
Australia,20.0,4.0,1,Full-stack,,,20.0,Software Development,2.0,,3.0,12.579678941734597,8.0,3.0,5.0,400.0,400.0,0.9523809523809523,16.0
Poland,7.0,4.0,1,Desktop,4.0,,2.0,Retail and Consumer Services,0.0,0.0,5.0,9.828656241913125,7.0,2.0,2.0,49.0,4.0,0.25,11.0
other,25.0,5.0,1,Full-stack,5.0,1.0,30.0,"Internet, Telecomm or Information Services",3.0,0.0,100.0,11.661483391611373,14.0,5.0,9.0,625.0,900.0,1.1538461538461537,28.0
Spain,13.0,6.0,1,Data/ML,3.0,2.0,10.0,Healthcare,2.0,0.0,3.0,12.066942753369188,3.0,,,169.0,100.0,0.7142857142857143,0.0
other,5.0,1.0,1,Full-stack,3.0,1.0,1.0,Software Development,0.0,0.0,5.0,10.01126514470956,9.0,,11.0,25.0,1.0,0.16666666666666666,0.0
India,12.0,5.0,1,Full-stack,7.0,1.0,12.0,Fintech,1.0,0.0,10.0,9.830863094815127,,,,144.0,144.0,0.9230769230769231,0.0
Sweden,14.0,3.0,1,Full-stack,6.0,1.0,11.0,Media & Advertising Services,1.0,0.0,25.0,11.655336070451343,8.0,2.0,10.0,196.0,121.0,0.7333333333333333,20.0
other,7.0,4.0,1,Data/ML,7.0,,7.0,Manufacturing,2.0,0.0,3.0,11.150663514162712,3.0,4.0,7.0,49.0,49.0,0.875,14.0
other,33.0,2.0,1,Software,,,28.0,Software Development,3.0,,20.0,12.283038316285214,6.0,3.0,10.0,1089.0,784.0,0.8235294117647058,19.0
other,9.0,5.0,1,Full-stack,1.0,,4.0,Software Development,2.0,0.0,9.0,10.968336211051428,6.0,1.0,7.0,81.0,16.0,0.4,14.0
other,5.0,1.0,1,Full-stack,3.0,1.0,3.0,Software Development,2.0,0.0,3.0,10.457516333602767,7.0,5.0,,25.0,9.0,0.5,0.0
other,12.0,4.0,1,Back-end,5.0,2.0,8.0,Software Development,1.0,0.0,4.0,11.32547477664184,2.0,1.0,,144.0,64.0,0.6153846153846154,0.0
Australia,32.0,4.0,1,Desktop,1.0,1.0,19.0,Software Development,2.0,0.0,7.0,11.264617939992469,8.0,4.0,2.0,1024.0,361.0,0.5757575757575758,14.0
other,12.0,4.0,1,Management,5.0,1.0,12.0,Insurance,2.0,1.0,3.0,12.040177434567958,5.0,5.0,6.0,144.0,144.0,0.9230769230769231,16.0
Italy,31.0,4.0,1,Full-stack,7.0,1.0,16.0,Government,3.0,0.0,15.0,10.968336211051428,9.0,5.0,10.0,961.0,256.0,0.5,24.0
other,12.0,5.0,1,Management,1.0,2.0,10.0,Fintech,1.0,0.0,20.0,12.364519796577891,5.0,7.0,10.0,144.0,100.0,0.7692307692307693,22.0
Italy,14.0,4.0,1,Full-stack,2.0,1.0,9.0,Software Development,1.0,0.0,,10.817515726756024,7.0,3.0,6.0,196.0,81.0,0.6,16.0
Australia,30.0,4.0,1,Desktop,7.0,2.0,22.0,Software Development,2.0,1.0,8.0,11.847760648064504,9.0,3.0,3.0,900.0,484.0,0.7096774193548387,15.0
other,34.0,0.0,1,Management,6.0,1.0,19.0,Software Development,2.0,0.0,2.0,11.90324309374818,4.0,6.0,9.0,1156.0,361.0,0.5428571428571428,19.0
other,25.0,2.0,1,Full-stack,1.0,2.0,16.0,Software Development,2.0,0.0,3.0,12.37931561639092,6.0,6.0,7.0,625.0,256.0,0.6153846153846154,19.0
other,10.0,2.0,1,Back-end,1.0,,8.0,Software Development,1.0,0.0,1.0,11.278000281994652,7.0,5.0,7.0,100.0,64.0,0.7272727272727273,19.0
other,14.0,4.0,1,Full-stack,4.0,,10.0,Software Development,1.0,,,10.778977123006351,8.0,10.0,7.0,196.0,100.0,0.6666666666666666,25.0
other,5.0,4.0,1,Front-end,1.0,2.0,1.0,Energy,0.0,0.0,5.0,9.542374201998465,1.0,,3.0,25.0,1.0,0.16666666666666666,0.0
other,30.0,5.0,1,Full-stack,3.0,1.0,15.0,Software Development,2.0,0.0,10.0,10.745205588904774,4.0,4.0,3.0,900.0,225.0,0.4838709677419355,11.0
Germany,33.0,6.0,1,Other,,,20.0,Higher Education,2.0,,8.0,11.230708431949505,8.0,,8.0,1089.0,400.0,0.5882352941176471,0.0
India,14.0,4.0,1,Desktop,3.0,2.0,11.0,Media & Advertising Services,1.0,0.0,5.0,10.599231358943339,,2.0,2.0,196.0,121.0,0.7333333333333333,0.0
Italy,7.0,0.0,1,Full-stack,2.0,2.0,7.0,Software Development,2.0,0.0,10.0,11.498958377741612,1.0,1.0,16.0,49.0,49.0,0.875,18.0
other,15.0,4.0,1,Back-end,7.0,1.0,14.0,Retail and Consumer Services,2.0,0.0,4.0,11.680522479143567,2.0,,4.0,225.0,196.0,0.875,0.0
other,5.0,4.0,1,Front-end,1.0,2.0,2.0,Fintech,0.0,0.0,2.0,9.918228370857626,5.0,2.0,,25.0,4.0,0.3333333333333333,0.0
